Candidate ID,Anchor,Rank,Surface Form,Normalised Concept,Lexical Family,Layer,Voice,Expression Mode,Evidence Source,Candidate Provenance,Ngram Status,Measurement Form,Mapping Type,First Non-Zero Year,Peak Year,Peak Frequency,Anchor Frequency,Context Window Mean,2022 Frequency,Ngram Note,Dictionary Status,Dictionary Source,Historical Sense,Modern Sense,Anchor Sense Match,Polysemy / Ambiguity,Dictionary Note,Search Source,Search Query,Search Exactness,Search Status,Result Count,Date-Window Count,Retrieval Date,Search Note,Coverage Status,Remaining Annotation Gap,Review Priority
FT-SEED-R1B-P-1988-27,1988,27,greenhouse gases,anthropogenic greenhouse-gas emissions,carbon_greenhouse,B,V2,NOT_EXPOSED_IN_REPORT,S1988-TORONTO,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-27; original visible ID not available",SUCCEEDED_NEW,greenhouse gases,EXACT,1843,2009,2.002253256805364e-06,3.0486798507922686e-07,4.962433368921327e-07,1.4560665626828229e-06,Candidate surface form is directly representable in the public Ngram interface. New unsmoothed 1842–2022 series retrieved for the candidate audit.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",Atmospheric gases that absorb and emit infrared radiation and thereby influence the greenhouse effect.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: gases.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/greenhouse%20gases; https://websters1913.timcieplowski.com/word/gases/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""greenhouse gases"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,1549,30,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1988-28,1988,28,Global Warming Has Begun,global warming as issue label,warming,A,V3,NOT_EXPOSED_IN_REPORT,S1988-NYT,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-28; original visible ID not available",SUCCEEDED_NEW,Global Warming Has Begun,EXACT,1979,1989,2.5948427573307953e-09,2.27075322434267e-09,1.3878436400105442e-09,2.591395681372788e-09,Candidate surface form is directly representable in the public Ngram interface. New unsmoothed 1842–2022 series retrieved for the candidate audit.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.","Global warming used as an established public, scientific, or policy issue label; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: begun.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/Global%20Warming%20Has%20Begun; https://websters1913.timcieplowski.com/word/begun/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""Global Warming Has Begun"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1988-29,1988,29,evidence is pretty strong,personal concern,concern_alarm,C,V3,NOT_EXPOSED_IN_REPORT,S1988-NYT,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-29; original visible ID not available",SUCCEEDED_NEW,evidence is pretty strong,EXACT,1842,1864,5.380066170346254e-09,2.3902666512753967e-09,1.0665741734250389e-09,1.2194802945231231e-09,Candidate surface form is directly representable in the public Ngram interface. New unsmoothed 1842–2022 series retrieved for the candidate audit.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Concern expressed or endorsed by an identifiable person about a climate or heat object; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: strong.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/evidence%20is%20pretty%20strong; https://websters1913.timcieplowski.com/word/strong/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""evidence is pretty strong"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1988-30,1988,30,too much carbon dioxide is dangerous,atmospheric carbon dioxide,carbon_greenhouse,D,V3,NOT_EXPOSED_IN_REPORT,S1988-EVENINGSTANDARD,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.9; project candidate FT-SEED-R1B-P-1988-30; original visible ID not available",ZERO_RESPONSE_NEW,too much carbon dioxide is dangerous,EXACT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Candidate surface form is directly representable in the public Ngram interface. The public Ngram endpoint returned an empty list; retained without fabricating annual zero frequencies.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",Carbon dioxide as an atmospheric constituent; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: dangerous.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/too%20much%20carbon%20dioxide%20is%20dangerous; https://websters1913.timcieplowski.com/word/dangerous/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""too much carbon dioxide is dangerous"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-0607-01,2006–2007,1,warming of the climate system,climate-system warming,warming,A,V1,NOT_EXPOSED_IN_REPORT,S0607-IPCC,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-01; original visible ID not available",SUCCEEDED_REUSED_BASELINE,warming of the climate system,EXACT,1949,2008,1.7286482467682163e-08,4.110638524013055e-09,6.480305066863812e-09,4.8928221474398015e-09,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",Warming attributed to or observed across the climate system; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: system.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/warming%20of%20the%20climate%20system; https://websters1913.timcieplowski.com/word/system/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""warming of the climate system"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,3,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-0607-02,2006–2007,2,unequivocal,historical climate / climatological condition,climate,B,V1,NOT_EXPOSED_IN_REPORT,S0607-IPCC,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-02; original visible ID not available",SUCCEEDED_REUSED_BASELINE,unequivocal,EXACT,1842,1844,2.493547962445497e-06,1.1813608685184995e-06,1.1878409533205847e-06,9.735799887389263e-07,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.","Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: unequivocal.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://websters1913.timcieplowski.com/word/unequivocal/; https://api.dictionaryapi.dev/api/v2/entries/en/unequivocal,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""unequivocal"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,919,58,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-0607-03,2006–2007,3,global average air and ocean temperatures,global aggregate temperature,temperature_threshold,A,V1,NOT_EXPOSED_IN_REPORT,S0607-IPCC,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-03; original visible ID not available",SUCCEEDED_REUSED_BASELINE,global average air and ocean temperatures,EXACT,1949,2010,9.683230217660821e-09,2.0195753541729644e-09,3.239182859438028e-09,9.299532255369058e-10,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A global-scale aggregate temperature metric; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: temperatures.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/global%20average%20air%20and%20ocean%20temperatures; https://websters1913.timcieplowski.com/word/temperatures/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""global average air and ocean temperatures"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-0607-04,2006–2007,4,global surface temperature,global aggregate temperature,temperature_threshold,A,V1,NOT_EXPOSED_IN_REPORT,S0607-IPCC,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-04; original visible ID not available",SUCCEEDED_REUSED_BASELINE,global surface temperature,EXACT,1869,2022,3.419688007766375e-08,1.4327226731392084e-08,1.659791600341909e-08,3.419688007766375e-08,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A global-scale aggregate temperature metric; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: temperature.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/global%20surface%20temperature; https://websters1913.timcieplowski.com/word/temperature/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""global surface temperature"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,34,2,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-0607-05,2006–2007,5,temperature increase,temperature increase,warming,A,V1,NOT_EXPOSED_IN_REPORT,S0607-IPCC,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-05; original visible ID not available",SUCCEEDED_REUSED_BASELINE,temperature increase,EXACT,1842,2012,4.5873130977147625e-07,3.1799401488397105e-07,3.186941229353646e-07,3.5537879566893693e-07,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.","An observed, estimated, or projected increase in temperature; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: increase.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/temperature%20increase; https://websters1913.timcieplowski.com/word/increase/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""temperature increase"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,442,29,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-0607-06,2006–2007,6,rising global average sea level,generic damage,harm_loss_consequences,D,V1,NOT_EXPOSED_IN_REPORT,S0607-IPCC,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-06; original visible ID not available",SUCCEEDED_REUSED_BASELINE,rising global average sea level,EXACT,1953,2008,6.8787042728502e-09,1.1101318753148348e-09,2.2895084612895023e-09,6.523762641208464e-10,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: level.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/rising%20global%20average%20sea%20level; https://websters1913.timcieplowski.com/word/level/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""rising global average sea level"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-0607-07,2006–2007,7,widespread melting of snow and ice,generic damage,harm_loss_consequences,D,V1,NOT_EXPOSED_IN_REPORT,S0607-IPCC,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-07; original visible ID not available",SUCCEEDED_REUSED_BASELINE,widespread melting of snow and ice,EXACT,1949,2008,1.1227990981410585e-08,2.6622005572241036e-09,4.169851873514485e-09,1.1043194136917123e-09,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: ice.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/widespread%20melting%20of%20snow%20and%20ice; https://websters1913.timcieplowski.com/word/ice/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""widespread melting of snow and ice"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-0607-08,2006–2007,8,anthropogenic CO₂,anthropogenic carbon-dioxide production,carbon_greenhouse,B,V1,NOT_EXPOSED_IN_REPORT,S0607-IPCC,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-08; original visible ID not available",SUCCEEDED_NEW,anthropogenic carbon dioxide,VALIDATED_ALIAS,1869,2018,1.3785233732299673e-08,8.282402000348021e-09,8.289992976806548e-09,1.2155737000307809e-08,CO₂ is expanded to its standard full lexical form; referent and historical sense are unchanged. New unsmoothed 1842–2022 series retrieved for the candidate audit.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",Human production of carbon dioxide as a climatic cause; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: co.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/anthropogenic%20CO%E2%82%82; https://websters1913.timcieplowski.com/word/co/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""anthropogenic CO₂"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,8,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.,FULLY_ACCOUNTED_WITH_NGRAM_ALIAS,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-0607-09,2006–2007,9,anthropogenic GHG emissions,anthropogenic greenhouse-gas emissions,carbon_greenhouse,B,V1,NOT_EXPOSED_IN_REPORT,S0607-IPCC,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-09; original visible ID not available",SUCCEEDED_REUSED_BASELINE,anthropogenic GHG emissions,EXACT,1901,2022,1.6223415388871842e-08,2.250436378914422e-09,2.7409669048350516e-09,1.6223415388871842e-08,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",Human-caused releases of greenhouse gases into the atmosphere.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: emissions.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/anthropogenic%20GHG%20emissions; https://websters1913.timcieplowski.com/word/emissions/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""anthropogenic GHG emissions"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,4,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-0607-10,2006–2007,10,climate change,modern climate change,climate,B,V2,NOT_EXPOSED_IN_REPORT,S0607-STERN,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-10; original visible ID not available",SUCCEEDED_REUSED_BASELINE,climate change,EXACT,1842,2022,2.890008815206735e-05,1.095392866206149e-05,1.1502200587204872e-05,2.890008815206735e-05,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"The established modern issue label for sustained climatic change, used in institutional, scientific, or public contexts depending on voice.",A persistent change in the state or variability of climate; institutional definitions differ on whether human attribution is required.,STRONG,The modern issue label must still be distinguished from generic change and historical climatic variability.,Secondary: Component headword checked: change.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/climate%20change; https://websters1913.timcieplowski.com/word/change/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""climate change"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,30525,1334,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-0607-11,2006–2007,11,global warming,global warming as issue label,warming,A,V3,NOT_EXPOSED_IN_REPORT,S0607-TIME,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-11; original visible ID not available",SUCCEEDED_REUSED_BASELINE,global warming,EXACT,1843,2009,5.445639571555194e-06,4.17779036841065e-06,4.173465091666245e-06,3.963670369644401e-06,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.","The long-term rise in global mean surface temperature, commonly used as an established issue label in modern climate discourse.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: warming.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/global%20warming; https://websters1913.timcieplowski.com/word/warming/,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""global warming"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,5619,123,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-0607-12,2006–2007,12,serious global threat,institutional climate threat,danger_threat,D,V2,NOT_EXPOSED_IN_REPORT,S0607-STERN,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-12; original visible ID not available",SUCCEEDED_REUSED_BASELINE,serious global threat,EXACT,1946,2022,2.3176307539785057e-09,1.2957637740562689e-09,1.16850794318335e-09,2.3176307539785057e-09,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: threat.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/serious%20global%20threat; https://websters1913.timcieplowski.com/word/threat/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""serious global threat"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,3,1,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
