dictionary_form_id,normalized_form,representative_surface_form,candidate_ids,candidate_count,dictionary_status,dictionary_primary_source,dictionary_secondary_source,dictionary_historical_source,dictionary_definition_paraphrase,dictionary_historical_sense,dictionary_first_attestation_if_available,dictionary_anchor_sense_match,dictionary_polysemy_note,dictionary_source_url_or_id,dictionary_access_date,dictionaryapi_http_status,dictionaryapi_raw_response_path,dictionaryapi_raw_sha256,webster1913_component_headword,webster1913_http_status,webster1913_raw_response_path,webster1913_raw_sha256,dictionary_provenance_note
FT-DICT-F9D644B55D942B,degradation of the atmosphere,degradation of the atmosphere,FT-SEED-R1B-P-1988-25,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: atmosphere.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/degradation%20of%20the%20atmosphere; https://websters1913.timcieplowski.com/word/atmosphere/",2026-08-26,0,,,atmosphere,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-22C90970F55EC1,depressed,depressed,FT-SEED-R1B-P-2022-14,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: depressed.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/depressed/; https://api.dictionaryapi.dev/api/v2/entries/en/depressed,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/afef46a282e860a0ef942b362b692559317dc58e5d16501cc75e2ef2e655c190.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,depressed,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-DF1440142C9B14,depressing effect,depressing effect,FT-SEED-R1B-P-1842-25,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: effect.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Historical bodily or energetic depressing effect; false friend with modern clinical depression; the candidate is interpreted in its documented anchor and voice context.,A bodily or energetic lowering effect associated with oppressive heat; affect-adjacent but not a modern clinical-depression diagnosis.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,DIFFERENT,'Depressing' historically permits lowering or weakening senses that differ from modern clinical depression.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/depressing%20effect; https://websters1913.timcieplowski.com/word/effect/",2026-08-26,0,,,effect,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-E8702919ACAEE1,dew point,dew point,FT-SEED-R1B-P-1842-07,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: point.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/dew%20point; https://websters1913.timcieplowski.com/word/point/",2026-08-26,0,,,point,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-1291EFD4E28474,disgusted,disgusted,FT-SEED-R1B-P-2022-12,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: disgusted.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/disgusted/; https://api.dictionaryapi.dev/api/v2/entries/en/disgusted,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/2ff645c444973ad60c70fc74f055806060952309dbf9193c013c94e712436f8c.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,disgusted,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-16E601ED6C846B,distress,distress,FT-SEED-R1B-P-2022-19,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: distress.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Modern psychological distress as a research, health, or participant category; the candidate is interpreted in its documented anchor and voice context.",The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/distress/; https://api.dictionaryapi.dev/api/v2/entries/en/distress,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/04cd7ddcb9781db4420bb15d3476ac31e6999d01a4a1f88a9b28c577304f23b3.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,distress,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-2598820C819FBF,drastic action,drastic action,FT-SEED-R1B-P-0607-28,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: action.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/drastic%20action; https://websters1913.timcieplowski.com/word/action/",2026-08-26,0,,,action,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-CAAED8C4EB8DFE,drought,drought,FT-SEED-R1B-P-1938-28; FT-SEED-R1B-P-1988-09,2,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: drought.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/drought/; https://api.dictionaryapi.dev/api/v2/entries/en/drought,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/f7bd29bdd2dbd1c578139dbaac307086f9dfbe71185a2c8cad6c2f80bde2b1ef.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,drought,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-A5F132EC7F9EF1,drought or water shortages,drought or water shortages,FT-SEED-R1B-P-2015-29,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: shortages.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/drought%20or%20water%20shortages; https://websters1913.timcieplowski.com/word/shortages/",2026-08-26,0,,,shortages,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-37D35099684656,dry bulb thermometer,dry bulb thermometer,FT-SEED-R1B-P-1842-10,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: thermometer.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/dry%20bulb%20thermometer; https://websters1913.timcieplowski.com/word/thermometer/",2026-08-26,0,,,thermometer,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-7B19E541DDA78C,early warning systems,early warning systems,FT-SEED-R1B-P-2015-18,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: systems.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/early%20warning%20systems; https://websters1913.timcieplowski.com/word/systems/,2026-08-26,0,,,systems,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-465F2891AA3A07,earth is warmer,earth is warmer,FT-SEED-R1B-P-1988-03,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: warmer.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"An observed, estimated, or projected increase in temperature; the candidate is interpreted in its documented anchor and voice context.","A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/earth%20is%20warmer; https://websters1913.timcieplowski.com/word/warmer/",2026-08-26,0,,,warmer,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-84E37A614BC226,eco-anxiety,eco-anxiety,FT-SEED-R1B-P-2022-17,1,TECHNICAL_GLOSSARY,American Psychological Association / ecoAmerica mental-health terminology,Component headword checked: eco-anxiety.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Persistent worry or distress associated with environmental and ecological threats; provenance is required to distinguish clinical/research labelling from self-description.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.apa.org/news/press/releases/2021/11/mental-health-effects-climate-change; https://api.dictionaryapi.dev/api/v2/entries/en/eco-anxiety; https://websters1913.timcieplowski.com/word/eco-anxiety/,2026-08-26,0,,,eco-anxiety,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-40CDA2B3D460F7,emergency preparedness,emergency preparedness,FT-SEED-R1B-P-2015-19,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: preparedness.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Emergency preparedness or response as a governance procedure; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/emergency%20preparedness; https://websters1913.timcieplowski.com/word/preparedness/",2026-08-26,0,,,preparedness,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-742A3647CD3866,evidence is pretty strong,evidence is pretty strong,FT-SEED-R1B-P-1988-29,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: strong.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Concern expressed or endorsed by an identifiable person about a climate or heat object; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/evidence%20is%20pretty%20strong; https://websters1913.timcieplowski.com/word/strong/",2026-08-26,0,,,strong,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-DDC4ABE244296C,excessive heat,excessive heat,FT-SEED-R1B-P-1842-19,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: heat.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Extreme heat framed as a hazard with health or social consequences; the candidate is interpreted in its documented anchor and voice context.,"Physical or embodied heat in a local meteorological, material, or bodily-exposure sense.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,"Heat may refer to cooking, machinery, emotion, contest, or political metaphor; those senses are not automatically relevant.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/excessive%20heat; https://websters1913.timcieplowski.com/word/heat/",2026-08-26,0,,,heat,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-7C209F863FA4C8,extreme events,extreme events,FT-SEED-R1B-P-1988-11,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: events.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/extreme%20events; https://websters1913.timcieplowski.com/word/events/",2026-08-26,0,,,events,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-32D51A9AA63C45,extreme weather events,extreme weather events,FT-SEED-R1B-P-2015-15,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: events.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/extreme%20weather%20events; https://websters1913.timcieplowski.com/word/events/,2026-08-26,0,,,events,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-905BBA36B8F3D6,faint away,faint away,FT-SEED-R1B-P-1842-23,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: away.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/faint%20away; https://websters1913.timcieplowski.com/word/away/",2026-08-26,0,,,away,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-6AFB642998F6A6,frustrated,frustrated,FT-SEED-R1B-P-2022-10,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: frustrated.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/frustrated/; https://api.dictionaryapi.dev/api/v2/entries/en/frustrated,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/f9155155c56c6ed37800a3f4fbd18de13fd5628657ada5bbeafb5c842b8db618.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frustrated,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-7C26181F850166,fuel combustion,fuel combustion,FT-SEED-R1B-P-1938-03,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: combustion.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Human production of carbon dioxide as a climatic cause; the candidate is interpreted in its documented anchor and voice context.,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/fuel%20combustion; https://websters1913.timcieplowski.com/word/combustion/,2026-08-26,0,,,combustion,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-1E29089B88E243,global average air and ocean temperatures,global average air and ocean temperatures,FT-SEED-R1B-P-0607-03,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: temperatures.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A global-scale aggregate temperature metric; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/global%20average%20air%20and%20ocean%20temperatures; https://websters1913.timcieplowski.com/word/temperatures/,2026-08-26,0,,,temperatures,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-F03391693DAA87,global average temperature,global average temperature,FT-SEED-R1B-P-2015-03,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: temperature.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A global-scale aggregate temperature metric; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/global%20average%20temperature; https://websters1913.timcieplowski.com/word/temperature/,2026-08-26,0,,,temperature,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-372075C1CEE470,global climate models,global climate models,FT-SEED-R1B-P-1988-12,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: models.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,The coupled physical climate system; the candidate is interpreted in its documented anchor and voice context.,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/global%20climate%20models; https://websters1913.timcieplowski.com/word/models/,2026-08-26,0,,,models,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-71FFD1E98C285E,global observations,global observations,FT-SEED-R1B-P-1988-13,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: observations.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.","A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/global%20observations; https://websters1913.timcieplowski.com/word/observations/",2026-08-26,0,,,observations,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-1DB72D64E86B3F,global security,global security,FT-SEED-R1B-P-1988-16,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: security.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Atmospheric or climatic change framed as a global-security matter; the candidate is interpreted in its documented anchor and voice context.,An institutional frame for threats to international stability and safety; threat without evidence of personal fear.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,"Security can denote institutions, conditions, or financial instruments; the institutional-threat sense is intended.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/global%20security; https://websters1913.timcieplowski.com/word/security/",2026-08-26,0,,,security,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-D29EC99EC7EF52,global surface temperature,global surface temperature,FT-SEED-R1B-P-0607-04,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: temperature.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A global-scale aggregate temperature metric; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/global%20surface%20temperature; https://websters1913.timcieplowski.com/word/temperature/,2026-08-26,0,,,temperature,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-BEB7DF6DD8B29A,global temperature,global temperature,FT-SEED-R1B-P-1988-06,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: temperature.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A global-scale aggregate temperature metric; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/global%20temperature; https://websters1913.timcieplowski.com/word/temperature/,2026-08-26,0,,,temperature,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-41A40CE559EFC5,global warming,global warming,FT-SEED-R1B-P-0607-11; FT-SEED-R1B-P-1988-02; FT-SEED-R1B-P-2022-02,3,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: warming.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"The long-term rise in global mean surface temperature, commonly used as an established issue label in modern climate discourse.","A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/global%20warming; https://websters1913.timcieplowski.com/word/warming/,2026-08-26,0,,,warming,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-FD8DD66404A755,global warming has begun,Global Warming Has Begun,FT-SEED-R1B-P-1988-28,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: begun.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Global warming used as an established public, scientific, or policy issue label; the candidate is interpreted in its documented anchor and voice context.","A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/Global%20Warming%20Has%20Begun; https://websters1913.timcieplowski.com/word/begun/",2026-08-26,0,,,begun,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
