query_id,anchor,surface_form,classification,compatibility_status,execution_eligible,reason,interpretation_class,source_report,source_page,provenance_status
FT-Q-V01-079,2006–2007,coastal flooding,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-080,2006–2007,worst impacts,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-081,2015,climate change,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CLIMATE_SPECIFIC,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-082,2015,threat of climate change,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-083,2015,global average temperature,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CLIMATE_SPECIFIC,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-084,2015,well below 2°C above pre-industrial levels,EXECUTABLE_CORPUS_ONLY,NUMERIC_OR_SYMBOLIC,False,Degree/subscript notation is not queried as an isolated public-interface Ngram.,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-085,2015,1.5°C above pre-industrial levels,EXECUTABLE_CORPUS_ONLY,NUMERIC_OR_SYMBOLIC,False,Degree/subscript notation is not queried as an isolated public-interface Ngram.,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-086,2015,pre-industrial levels,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-087,2015,risks and impacts,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-088,2015,adverse impacts,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-089,2015,adverse effects of climate change,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-090,2015,greenhouse gas emissions,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-091,2015,climate resilience,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-092,2015,vulnerability,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-093,2015,vulnerable groups,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-094,2015,loss and damage,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CLIMATE_SPECIFIC,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-095,2015,extreme weather events,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-096,2015,slow onset events,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-097,2015,risk of loss and damage,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-098,2015,early warning systems,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-099,2015,emergency preparedness,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-100,2015,irreversible and permanent loss and damage,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-101,2022,climate change,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CLIMATE_SPECIFIC,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-102,2022,global warming,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CLIMATE_SPECIFIC,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-103,2022,very worried,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-104,2022,somewhat worried,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-105,2022,afraid,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-106,2022,anxious,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-107,2022,hopeless,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-108,2022,sad,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-109,2022,angry,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",13,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-110,2022,frustrated,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",13,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-111,2022,hopeful,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-112,2022,disgusted,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-113,2022,outraged,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-114,2022,depressed,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-115,2022,symptoms of anxiety,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-116,2022,climate anxiety,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CLIMATE_SPECIFIC,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-117,2022,eco-anxiety,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CLIMATE_SPECIFIC,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-118,2022,psychological distress,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-119,2022,distress,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",13,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-120,2022,powerlessness,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",13,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-121,1938,climatic change,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CLIMATE_SPECIFIC,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-122,2006–2007,climate system,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CLIMATE_SPECIFIC,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-123,2022,climate crisis,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CLIMATE_SPECIFIC,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-124,2022,climate emergency,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CLIMATE_SPECIFIC,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-125,1842,heat,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-126,2022,extreme heat,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CLIMATE_SPECIFIC,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-127,2022,fear,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-128,2006–2007,worry,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-129,2006–2007,worried,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-130,2015,concern,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-131,2022,anxiety,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-132,2006–2007,danger,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-133,1988,threat,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-134,2015,risk,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-135,1988,crisis,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-136,2015,emergency,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-137,2022,mortality,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,BACKGROUND_AMBIGUOUS,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-138,1842,heat of the irons,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",6,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-139,1938,heat wave,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CLIMATE_SPECIFIC,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",7,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-140,1988,grave threats,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",9,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-141,2006–2007,Be Worried. Be Very Worried.,EXECUTABLE_CORPUS_ONLY,PUNCTUATION_HEAVY,False,"Sentence-level punctuation makes this a corpus-context rule, not an Ngram phrase.",CLIMATE_SPECIFIC,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-142,2015,comprehensive risk assessment and management,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-Q-V01-143,2022,guilt,EXECUTABLE_NGRAM,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CONTEXT_REQUIRED,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,RECONSTRUCTED_FROM_REPORT
